userId,movieId,rating,timestamp
239,10,3.0,1305437142
239,14,4.5,1305438585
239,16,3.0,1305437502
239,32,5.0,1305437047
239,47,3.0,1305443070
239,70,1.0,1305437841
239,110,3.0,1305437009
239,111,4.5,1305437307
239,150,4.5,1305437018
239,157,1.5,1305439989
239,173,3.5,1305437633
239,175,2.5,1305439076
239,180,1.5,1305438273
239,208,3.0,1305437239
239,223,1.5,1305437327
239,235,4.5,1305437551
239,247,3.5,1305438433
239,253,3.5,1305437244
239,260,4.5,1305437004
239,273,2.5,1305436700
239,282,2.5,1305437900
239,292,2.0,1305441309
239,293,4.5,1305437312
239,296,3.5,1305436984
239,316,1.0,1305437104
239,318,4.5,1305437001
239,327,2.0,1305436714
239,329,2.5,1305437224
239,349,2.5,1305441298
239,355,0.5,1305438090
239,356,2.5,1305436988
239,377,3.5,1305437066
239,457,3.5,1305437014
239,480,2.0,1305436997
239,491,3.0,1305438802
239,497,2.5,1305437690
239,527,3.5,1305437043
239,541,5.0,1305437251
239,553,3.5,1305437614
239,562,2.0,1305438672
239,589,5.0,1305437020
239,590,5.0,1305437035
239,592,1.5,1305437025
239,593,4.0,1305436993
239,596,3.5,1305437755
239,608,2.0,1305441281
239,610,2.5,1305438436
239,671,2.0,1305436743
239,674,2.0,1305439639
239,714,3.0,1305439762
239,736,1.5,1305443367
239,750,5.0,1305437364
239,780,1.0,1305443249
239,788,2.0,1305437430
239,799,2.0,1305438663
239,849,3.5,1305438303
239,858,3.5,1305437087
239,898,3.0,1305438667
239,904,4.0,1305437576
239,905,3.5,1305439385
239,908,3.0,1305437601
239,919,4.5,1305437333
239,920,5.0,1305437570
239,922,3.0,1305443045
239,923,5.0,1305436883
239,924,4.5,1305437320
239,930,3.0,1305439118
239,940,3.5,1305439394
239,951,3.0,1305439500
239,953,5.0,1305437773
239,954,4.0,1305438832
239,955,4.5,1305439274
239,1009,2.0,1305439982
239,1019,2.5,1305444129
239,1023,3.5,1305439644
239,1032,3.0,1305438482
239,1035,3.0,1305437729
239,1073,3.5,1305437149
239,1077,3.0,1305438581
239,1080,3.5,1305437425
239,1093,3.0,1305438401
239,1097,2.0,1305437120
239,1101,2.0,1305437395
239,1125,4.0,1305438840
239,1127,0.5,1305443173
239,1129,3.5,1305438203
239,1132,3.0,1305439841
239,1136,5.0,1305437153
239,1178,4.0,1305439708
239,1193,3.5,1305437228
239,1194,2.5,1305442860
239,1196,5.0,1305437055
239,1197,2.0,1305437133
239,1198,4.0,1305437070
239,1199,5.0,1305437800
239,1200,4.5,1305437283
239,1203,5.0,1305438044
239,1204,4.5,1305437886
239,1206,4.5,1305437338
239,1207,4.0,1305437723
239,1208,5.0,1305437355
239,1210,2.0,1305437031
239,1212,4.5,1305438782
239,1213,4.5,1305437304
239,1214,4.5,1305437236
239,1217,3.0,1305439181
239,1219,3.5,1305443084
239,1220,3.5,1305437437
239,1221,3.0,1305437276
239,1222,4.5,1305437418
239,1224,2.5,1305439176
239,1228,4.0,1305438209
239,1231,3.0,1305438447
239,1233,5.0,1305437769
239,1237,3.5,1305439485
239,1240,4.0,1305437129
239,1243,1.5,1305439350
239,1248,5.0,1305436942
239,1252,4.0,1305437673
239,1253,2.5,1305438740
239,1254,4.5,1305439024
239,1255,1.0,1305444288
239,1256,4.0,1305438916
239,1258,4.0,1305437372
239,1260,4.0,1305439419
239,1262,3.5,1305438100
239,1265,4.5,1305437145
239,1269,4.0,1305438604
239,1270,5.0,1305437075
239,1272,4.0,1305436682
239,1274,3.5,1305438479
239,1278,4.5,1305437670
239,1281,3.5,1305439613
239,1282,3.0,1305437862
239,1284,4.0,1305442989
239,1287,3.0,1305436641
239,1288,3.5,1305437604
239,1291,2.5,1305437232
239,1292,2.5,1305438727
239,1298,2.5,1305438770
239,1301,4.0,1305439511
239,1320,1.0,1305437740
239,1334,2.0,1305439871
239,1339,2.0,1305438125
239,1340,4.5,1305443914
239,1343,2.5,1305438161
239,1350,3.0,1305438902
239,1356,3.0,1305437405
239,1371,4.0,1305438140
239,1372,3.0,1305437919
239,1373,0.5,1305436686
239,1374,2.5,1305437580
239,1375,2.5,1305437996
239,1376,3.0,1305437765
239,1387,3.5,1305437379
239,1391,2.0,1305437526
239,1464,1.0,1305439435
239,1527,2.5,1305437272
239,1584,4.0,1305437390
239,1587,3.5,1305438622
239,1608,4.5,1305437709
239,1610,3.5,1305437386
239,1619,2.0,1305439086
239,1639,3.5,1305437685
239,1653,2.5,1305441690
239,1663,4.0,1305436664
239,1676,4.0,1305437654
239,1682,3.0,1305437344
239,1693,2.5,1305440986
239,1704,3.5,1305437267
239,1721,5.0,1305437111
239,1722,3.0,1305437848
239,1732,2.0,1305437469
239,1748,2.0,1305437950
239,1831,2.0,1305438500
239,1884,4.5,1305438601
239,1921,0.5,1305441746
239,1945,2.5,1305438922
239,1957,3.0,1305438553
239,1960,3.0,1305438520
239,1961,4.5,1305437287
239,1994,2.5,1305436645
239,2009,3.0,1305443503
239,2010,4.5,1305438998
239,2011,2.0,1305437452
239,2012,3.0,1305437408
239,2013,3.0,1305438869
239,2019,5.0,1305438064
239,2021,2.5,1305438198
239,2022,3.5,1305439910
239,2023,3.0,1305437942
239,2028,4.0,1305437094
239,2064,4.0,1305436719
239,2067,3.0,1305438854
239,2076,4.0,1305436657
239,2088,2.5,1305439490
239,2105,2.5,1305438073
239,2109,2.5,1305438548
239,2115,2.0,1305437413
239,2116,1.5,1305438897
239,2117,2.0,1305444134
239,2124,3.0,1305438358
239,2136,4.5,1305439744
239,2138,3.0,1305439928
239,2140,2.5,1305438398
239,2150,4.0,1305438218
239,2176,4.0,1305443024
239,2186,4.0,1305439091
239,2203,4.0,1305443057
239,2288,4.5,1305436691
239,2301,2.0,1305439238
239,2311,1.5,1305439269
239,2313,4.5,1305438626
239,2363,2.5,1305444901
239,2366,4.0,1305436729
239,2369,2.5,1305438849
239,2376,3.0,1305439570
239,2378,2.0,1305438810
239,2393,2.0,1305438288
239,2398,3.5,1305439104
239,2403,2.5,1305439051
239,2407,2.5,1305444433
239,2416,3.0,1305439965
239,2450,1.0,1305439438
239,2454,2.5,1305439476
239,2455,3.0,1305438095
239,2459,2.5,1305439825
239,2495,4.0,1305443934
239,2527,3.0,1305443404
239,2528,2.5,1305439006
239,2529,4.5,1305437837
239,2533,3.0,1305439545
239,2571,3.5,1305437051
239,2628,3.0,1305437138
239,2640,4.0,1305437566
239,2641,3.0,1305438292
239,2648,4.5,1305439628
239,2660,2.5,1305443993
239,2662,3.0,1305438978
239,2665,2.0,1305444466
239,2681,0.5,1305444909
239,2700,2.5,1305437520
239,2712,5.0,1305437665
239,2716,3.5,1305437248
239,2717,2.0,1305438374
239,2726,4.0,1305440475
239,2727,2.5,1305440483
239,2728,3.5,1305439111
239,2729,2.0,1305439896
239,2730,4.0,1305440479
239,2761,3.0,1305438363
239,2788,3.0,1305438888
239,2804,4.0,1305437878
239,2808,1.5,1305439339
239,2848,4.5,1305436958
239,2857,3.0,1305439156
239,2858,0.5,1305437060
239,2863,3.5,1305439251
239,2872,3.0,1305438633
239,2890,2.0,1305437855
239,2901,2.5,1305444774
239,2905,2.0,1305442395
239,2919,2.5,1305439859
239,2935,4.0,1305445823
239,2936,4.0,1305445814
239,2947,4.0,1305437987
239,2948,4.0,1305436733
239,2949,4.0,1305438539
239,2950,1.5,1305439459
239,2966,4.0,1305439524
239,2968,4.0,1305438224
239,2970,4.5,1305440674
239,2987,3.0,1305437359
239,2989,3.0,1305439357
239,2990,3.0,1305439330
239,2991,3.0,1305439081
239,2993,3.0,1305439245
239,3002,2.5,1305440667
239,3016,2.5,1305439933
239,3022,4.0,1305440585
239,3030,3.0,1305439705
239,3032,3.5,1305444302
239,3033,2.0,1305437946
239,3037,3.5,1305439368
239,3044,2.5,1305439390
239,3052,0.5,1305437596
239,3070,2.0,1305439426
239,3072,3.0,1305436630
239,3081,2.0,1305437808
239,3082,3.0,1305438252
239,3091,2.5,1305442405
239,3095,4.0,1305439552
239,3098,2.5,1305438967
239,3108,5.0,1305438423
239,3147,4.5,1305437459
239,3159,2.0,1305439308
239,3168,2.0,1305438982
239,3174,3.0,1305438405
239,3175,3.5,1305437748
239,3196,5.0,1305439944
239,3210,3.0,1305438370
239,3256,3.0,1305438189
239,3262,2.0,1305440616
239,3310,5.0,1305440549
239,3334,4.0,1305439951
239,3354,1.5,1305438642
239,3362,3.5,1305438636
239,3375,2.0,1305444456
239,3386,5.0,1305436709
239,3396,3.0,1305438564
239,3441,2.0,1305439919
239,3461,3.0,1305439906
239,3462,5.0,1305439718
239,3470,3.0,1305442412
239,3471,3.0,1305437744
239,3476,2.5,1305439099
239,3489,1.5,1305440991
239,3499,2.5,1305438267
239,3503,2.0,1305443921
239,3552,3.0,1305438264
239,3555,1.0,1305436737
239,3559,3.5,1305440557
239,3578,2.5,1305441303
239,3593,0.5,1305439414
239,3608,2.5,1305438837
239,3629,3.0,1305440544
239,3632,3.5,1305440553
239,3635,3.0,1305439319
239,3638,2.0,1305439160
239,3639,3.0,1305439480
239,3640,3.0,1305440562
239,3671,3.0,1305438079
239,3676,2.5,1305440605
239,3686,2.5,1305439464
239,3699,2.0,1305439296
239,3702,3.0,1305438283
239,3703,4.5,1305438309
239,3704,2.5,1305438906
239,3740,3.5,1305439095
239,3755,2.5,1305438106
239,3793,1.0,1305444317
239,3926,2.0,1305444871
239,3927,3.0,1305443213
239,3932,3.5,1305443931
239,3959,2.5,1305439846
239,3984,4.0,1305439229
239,4006,1.5,1305439829
239,4008,3.0,1305439365
239,4022,4.0,1305437517
239,4033,2.5,1305439564
239,4079,1.0,1305444389
239,4085,3.0,1305438118
239,4148,2.5,1305438611
239,4176,3.0,1305442418
239,4226,3.5,1305441702
239,4239,2.5,1305438718
239,4308,2.0,1305438015
239,4370,3.5,1305438060
239,4415,1.5,1305442872
239,4416,4.0,1305444228
239,4443,3.0,1305444768
239,4446,2.0,1305438737
239,4467,4.5,1305439679
239,4533,3.0,1305444798
239,4571,2.5,1305438388
239,4591,1.0,1305440788
239,4643,1.5,1305438354
239,4713,1.5,1305444139
239,4799,5.0,1305445391
239,4813,2.5,1305443495
239,4834,1.5,1305442863
239,4848,1.5,1305438345
239,4865,2.0,1305439315
239,4878,2.0,1305437649
239,4896,4.0,1305437660
239,4911,2.5,1305440452
239,4939,2.5,1305444474
239,4963,4.5,1305437399
239,4966,3.0,1305441804
239,4980,2.0,1305439604
239,4993,4.0,1305437125
239,5002,1.0,1305445110
239,5010,3.5,1305438167
239,5060,3.0,1305437795
239,5121,2.5,1305440659
239,5152,3.5,1305439750
239,5177,4.5,1305436955
239,5200,2.5,1305440856
239,5291,3.0,1305439728
239,5349,1.0,1305443394
239,5378,2.0,1305437629
239,5410,2.0,1305443482
239,5418,3.5,1305437540
239,5428,1.0,1305442868
239,5445,2.5,1305437352
239,5489,3.0,1305440681
239,5498,5.0,1305442387
239,5544,3.5,1305443948
239,5640,2.5,1305444662
239,5669,3.0,1305437925
239,5796,2.0,1305440848
239,5810,3.5,1305439142
239,5816,2.5,1305437821
239,5853,2.5,1305444815
239,5872,3.0,1305439057
239,5881,1.5,1305444826
239,5944,2.5,1305439811
239,5952,3.5,1305437216
239,5956,0.5,1305442136
239,5983,1.5,1305444688
239,5995,4.5,1305438246
239,6001,3.0,1305442141
239,6104,3.0,1305442889
239,6172,3.0,1305440566
239,6184,2.5,1305444048
239,6270,2.0,1305442416
239,6303,4.0,1305444144
239,6305,2.5,1305444017
239,6365,2.5,1305437638
239,6460,4.5,1305436961
239,6526,3.0,1305442442
239,6533,3.0,1305442200
239,6537,3.0,1305438452
239,6539,2.0,1305437368
239,6645,3.5,1305441792
239,6669,5.0,1305442374
239,6711,1.0,1305437781
239,6724,4.5,1305442192
239,6774,2.0,1305444003
239,6787,3.5,1305439453
239,6807,3.0,1305438471
239,6874,4.5,1305437475
239,6934,2.5,1305438027
239,6983,4.5,1305442663
239,7044,3.0,1305440609
239,7063,5.0,1305440653
239,7104,2.5,1305440999
239,7128,2.5,1305444025
239,7153,4.5,1305437261
239,7236,2.0,1305444418
239,7285,2.0,1305442085
239,7288,3.5,1305440508
239,7290,2.0,1305445836
239,7355,2.5,1305440786
239,7361,4.0,1305437483
239,7373,2.5,1305439031
239,7386,5.0,1305443420
239,7438,3.5,1305437621
239,7560,2.5,1305443926
239,7569,3.0,1305444220
239,7700,4.0,1305443101
239,7766,3.0,1305442369
239,7842,1.0,1305443352
239,7919,5.0,1305442422
239,7924,5.0,1305442401
239,7925,3.0,1305442398
239,7926,4.0,1305442358
239,8042,2.0,1305442145
239,8292,3.0,1305442425
239,8338,4.5,1305445479
239,8368,3.0,1305438033
239,8516,4.5,1305445492
239,8600,4.5,1305440332
239,8622,2.5,1305438487
239,8636,0.5,1305444308
239,8644,1.5,1305438342
239,8665,2.5,1305438023
239,8740,4.0,1305442428
239,8787,2.0,1305444850
239,8788,2.0,1305444847
